thisRow.t,notes,Name,Face,NameGender,ResponseKey,RT,Timeout,participant,session,
,,สมหญิง,face1_m.png,f,k,0.08342169999377802,No,Pilot03,002,
,,พิกุล,face10_w.png,f,k,0.28359310000087135,No,Pilot03,002,
,,พอใจ,face6_m.png,f,k,0.5170714000123553,No,Pilot03,002,
,,สมหญิง,face10_m.png,f,k,0.21699459999217652,No,Pilot03,002,
,,ประเสริฐ,face10_w.png,m,j,0.28338830001302995,No,Pilot03,002,
,,สายใจ,face4_w.png,f,k,0.2503683000104502,No,Pilot03,002,
,,ใบเฟิร์น,face2_m.png,f,k,0.21759760001441464,No,Pilot03,002,
,,ประทีป,face4_m.png,m,j,0.10004220000701025,No,Pilot03,002,
,,สมชาย,face8_w.png,m,j,0.283775300020352,No,Pilot03,002,
,,สมหญิง,face4_w.png,f,j,0.035603500000433996,No,Pilot03,002,
,,สมชาย,face9_m.png,m,j,0.46674539998639375,No,Pilot03,002,
,,สายใจ,face8_w.png,f,k,0.18342070002108812,No,Pilot03,002,
,,แก้วตา,face5_w.png,f,k,0.0667781000083778,No,Pilot03,002,
,,แก้วตา,face10_m.png,f,k,0.2837714000197593,No,Pilot03,002,
,,สมปอง,face9_m.png,m,j,0.11704979999922216,No,Pilot03,002,
,,ใบเฟิร์น,face7_m.png,f,k,0.2005893999885302,No,Pilot03,002,
,,พิกุล,face4_m.png,f,k,0.11666860000696033,No,Pilot03,002,
,,มั่นคง,face8_w.png,m,j,0.2007856999989599,No,Pilot03,002,
,,สมปอง,face2_w.png,m,j,0.28383309999480844,No,Pilot03,002,
,,ชูศักดิ์,face10_m.png,m,j,0.003396300016902387,No,Pilot03,002,
,,มั่นคง,face7_w.png,m,j,0.05044019999331795,No,Pilot03,002,
,,สมชาย,face1_m.png,m,j,0.16694520000601187,No,Pilot03,002,
,,ทับทิม,face10_m.png,f,k,0.13365000000339933,No,Pilot03,002,
,,บุญชู,face7_m.png,m,j,0.1843028000148479,No,Pilot03,002,
,,ชูศักดิ์,face3_m.png,m,j,0.11705640002037399,No,Pilot03,002,
,,ทับทิม,face5_m.png,f,k,0.06701510000857525,No,Pilot03,002,
,,สมหมาย,face4_w.png,m,j,0.08345969999209046,No,Pilot03,002,
,,มานะ,face9_w.png,m,j,0.43374710000352934,No,Pilot03,002,
,,ชูศักดิ์,face5_m.png,m,j,0.38379059999715537,No,Pilot03,002,
,,ประทีป,face3_w.png,m,j,0.1834241999895312,No,Pilot03,002,
,,มานะ,face8_m.png,m,j,0.10048880000249483,No,Pilot03,002,
,,ทองดี,face8_m.png,m,j,0.2172881000151392,No,Pilot03,002,
,,ฟ้าใส,face10_w.png,f,k,0.1673529999970924,No,Pilot03,002,
,,แก้วตา,face8_m.png,f,k,0.06702270000823773,No,Pilot03,002,
,,ประทีป,face7_w.png,m,j,0.13379779999377206,No,Pilot03,002,
,,มั่นคง,face6_m.png,m,j,0.034126699989428744,No,Pilot03,002,
,,สมปอง,face7_m.png,m,j,0.11715840001124889,No,Pilot03,002,
,,พิกุล,face2_w.png,f,k,0.08389249999891035,No,Pilot03,002,
,,ประทีป,face5_m.png,m,k,None,Yes,Pilot03,002,
,,ทองดี,face1_w.png,m,j,0.3505182000226341,No,Pilot03,002,
,,ทับทิม,face8_m.png,f,k,0.06768929999088868,No,Pilot03,002,
,,ฟ้าใส,face9_m.png,f,k,0.11711030002334155,No,Pilot03,002,
,,สมหญิง,face2_m.png,f,k,0.16722209998988546,No,Pilot03,002,
,,สมหมาย,face10_m.png,m,j,0.45048979998682626,No,Pilot03,002,
,,มั่นคง,face1_m.png,m,j,0.41708520002430305,No,Pilot03,002,
,,ดวงแก้ว,face10_m.png,f,k,0.183718799991766,No,Pilot03,002,
,,มั่นคง,face1_w.png,m,j,0.3673392999917269,No,Pilot03,002,
,,ฟ้าใส,face6_m.png,f,k,0.03394180000759661,No,Pilot03,002,
,,มานะ,face7_w.png,m,j,0.08387120001134463,No,Pilot03,002,
,,แก้วตา,face3_m.png,f,j,0.2836935999803245,No,Pilot03,002,
,,ประเสริฐ,face1_w.png,m,j,0.6836603000119794,No,Pilot03,002,
,,ฟ้าใส,face10_m.png,f,k,None,Yes,Pilot03,002,
,,พอใจ,face10_w.png,f,k,0.11680620000697672,No,Pilot03,002,
,,สมหญิง,face3_m.png,f,k,0.033566400001291186,No,Pilot03,002,
,,สมหมาย,face2_w.png,m,j,0.28389699998660944,No,Pilot03,002,
,,สมหมาย,face6_m.png,m,j,None,Yes,Pilot03,002,
,,สายใจ,face8_m.png,f,k,0.15050519999931566,No,Pilot03,002,
,,แก้วตา,face4_w.png,f,k,0.05006500001763925,No,Pilot03,002,
,,ประเสริฐ,face9_m.png,m,j,0.05011499999091029,No,Pilot03,002,
,,ดวงแก้ว,face6_w.png,f,k,0.36694269999861717,No,Pilot03,002,
,,ทับทิม,face3_m.png,f,j,0.16728009999496862,No,Pilot03,002,
,,ทองดี,face9_m.png,m,j,0.40029689998482354,No,Pilot03,002,
,,ทองดี,face6_m.png,m,j,0.0033811999892350286,No,Pilot03,002,
,,มั่นคง,face4_m.png,m,j,0.03346370000508614,No,Pilot03,002,
,,ใบเฟิร์น,face8_w.png,f,k,None,Yes,Pilot03,002,
,,มานะ,face1_w.png,m,j,0.15053300000727177,No,Pilot03,002,
,,ดวงแก้ว,face2_m.png,f,k,0.2813402999890968,No,Pilot03,002,
,,บุญชู,face9_w.png,m,j,0.15016640000976622,No,Pilot03,002,
,,บุญชู,face1_w.png,m,j,0.16698119998909533,No,Pilot03,002,
