Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,10,10,3,k,0.09349319990724325,None,3,10,10,0,,,,,2.7437464999966323,,,,,,,,,2.724410400027409,2.7437464999966323,2.7437464999966323,2.7437464999966323,2.7437464999966323,2.8440212999703363,k,0.09349319990724325,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,11,11,7,j,0.012458500103093684,None,7,11,11,1,,,,,2.8771401999983937,,,,,,,,,2.857532399939373,2.8771401999983937,2.8771401999983937,2.8771401999983937,2.8771401999983937,2.8942268999526277,j,0.012458500103093684,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,12,12,4,k,0.05197329993825406,None,4,12,12,0,,,,,2.9275634000077844,,,,,,,,,2.908482800005004,2.9275634000077844,2.9275634000077844,2.9275634000077844,2.9275634000077844,2.9940998000092804,k,0.05197329993825406,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,13,13,5,j,0.0033181000035256147,None,5,13,13,0,,,,,3.0439215999795124,,,,,,,,,3.0073298999341205,3.0439215999795124,3.0439215999795124,3.0439215999795124,3.0439215999795124,3.0608187000034377,j,0.0033181000035256147,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,14,14,8,k,0.04215300001669675,None,8,14,14,1,,,,,3.094586699968204,,,,,,,,,3.074803499970585,3.094586699968204,3.094586699968204,3.094586699968204,3.094586699968204,3.144134799949825,k,0.04215300001669675,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,15,15,6,j,0.034908499917946756,None,6,15,15,0,,,,,3.1773744999663904,,,,,,,,,3.1577302999794483,3.1773744999663904,3.1773744999663904,3.1773744999663904,3.1773744999663904,3.2277732000220567,j,0.034908499917946756,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,16,16,7,k,0.04870370007120073,None,7,16,16,0,,,,,3.2610292000463232,,,,,,,,,3.2406441000057384,3.2610292000463232,3.2610292000463232,3.2610292000463232,3.2610292000463232,3.310819700011052,k,0.04870370007120073,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,17,17,8,j,0.03330949996598065,None,8,17,17,0,,,,,3.34395659994334,,,,,,,,,3.3242113000014797,3.34395659994334,3.34395659994334,3.34395659994334,3.34395659994334,3.3775591000448912,j,0.03330949996598065,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,18,18,9,k,0.056641200091689825,None,9,18,18,0,,,,,3.410486500011757,,,,,,,,,3.390682699973695,3.410486500011757,3.410486500011757,3.410486500011757,3.410486500011757,3.4775385999819264,k,0.056641200091689825,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,19,19,9,j,0.01663860003463924,None,9,19,19,1,,,,,3.5104637999320403,,,,,,,,,3.4906404999783263,3.5104637999320403,3.5104637999320403,3.5104637999320403,3.5104637999320403,3.52777199994307,j,0.01663860003463924,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,20,20,10,k,0.07848699996247888,None,10,20,20,1,,,,,3.5610635000048205,,,,,,,,,3.541291099973023,3.5610635000048205,3.5610635000048205,3.5610635000048205,3.5610635000048205,3.6440850000362843,k,0.07848699996247888,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,21,21,11,j,0.03713660000357777,None,11,21,21,1,,,,,3.6772730000084266,,,,,,,,,3.6575337999965996,3.6772730000084266,3.6772730000084266,3.6772730000084266,3.6772730000084266,3.727786500006914,j,0.03713660000357777,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,22,22,12,k,0.04411520005669445,None,12,22,22,1,,,,,3.7606451000319794,,,,,,,,,3.741184899932705,3.7606451000319794,3.7606451000319794,3.7606451000319794,3.7606451000319794,3.8106858000392094,k,0.04411520005669445,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,23,23,10,j,0.3135228999890387,None,10,23,23,0,,,,,3.8438889000099152,,,,,,,,,3.8239905999507755,3.8438889000099152,3.8438889000099152,3.8438889000099152,3.8438889000099152,4.160879799979739,j,0.3135228999890387,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,24,24,11,k,0.3756460000295192,None,11,24,24,0,,,,,4.193920899997465,,,,,,,,,4.174372100038454,4.193920899997465,4.193920899997465,4.193920899997465,4.193920899997465,4.577417099964805,k,0.3756460000295192,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,25,25,13,k,0.24428910005372018,None,13,25,25,1,,,,,4.6104072999442,,,,,,,,,4.590718199964613,4.6104072999442,4.6104072999442,4.6104072999442,4.6104072999442,4.861044100020081,k,0.24428910005372018,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,26,26,14,k,0.11040749994572252,None,14,26,26,1,,,,,4.894058399950154,,,,,,,,,4.875162499956787,4.894058399950154,4.894058399950154,4.894058399950154,4.894058399950154,5.010680199950002,k,0.11040749994572252,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,27,27,12,k,0.08829969994258136,None,12,27,27,0,,,,,5.043812999967486,,,,,,,,,5.023875999962911,5.043812999967486,5.043812999967486,5.043812999967486,5.043812999967486,5.144120499957353,k,0.08829969994258136,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,28,28,13,j,0.2612777000758797,None,13,28,28,0,,,,,5.178314800024964,,,,,,,,,5.157538700033911,5.178314800024964,5.178314800024964,5.178314800024964,5.178314800024964,5.4440045999363065,j,0.2612777000758797,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,29,29,15,k,0.10482860007323325,None,15,29,29,1,,,,,5.477145900018513,,,,,,,,,5.4572953999741,5.477145900018513,5.477145900018513,5.477145900018513,5.477145900018513,5.5943287999834865,k,0.10482860007323325,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,30,30,16,j,0.03718459990341216,None,16,30,30,1,,,,,5.627347799949348,,,,,,,,,5.6080538999522105,5.627347799949348,5.627347799949348,5.627347799949348,5.627347799949348,5.6774599000345916,j,0.03718459990341216,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,31,31,14,k,0.0740836999611929,None,14,31,31,0,,,,,5.710399399977177,,,,,,,,,5.691015199990943,5.710399399977177,5.710399399977177,5.710399399977177,5.710399399977177,5.794306900002994,k,0.0740836999611929,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,32,32,15,j,0.03219659999012947,None,15,32,32,0,,,,,5.827263699960895,,,,,,,,,5.807280599954538,5.827263699960895,5.827263699960895,5.827263699960895,5.827263699960895,5.860814000014216,j,0.03219659999012947,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,33,33,17,k,0.08522750006522983,None,17,33,33,1,,,,,5.894102899939753,,,,,,,,,5.874337299959734,5.894102899939753,5.894102899939753,5.894102899939753,5.894102899939753,5.995089999982156,k,0.08522750006522983,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,34,34,16,j,0.026561499922536314,None,16,34,34,0,,,,,6.028265399974771,,,,,,,,,6.008264999953099,6.028265399974771,6.028265399974771,6.028265399974771,6.028265399974771,6.0617273999378085,j,0.026561499922536314,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,35,35,18,k,0.057165399892255664,None,18,35,35,1,,,,,6.094989200006239,,,,,,,,,6.078430299996398,6.094989200006239,6.094989200006239,6.094989200006239,6.094989200006239,6.161769800004549,k,0.057165399892255664,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,36,36,17,j,0.025031100027263165,None,17,36,36,0,,,,,6.194454799988307,,,,,,,,,6.174917800002731,6.194454799988307,6.194454799988307,6.194454799988307,6.194454799988307,6.2276645000092685,j,0.025031100027263165,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,37,37,19,k,0.0625428999774158,None,19,37,37,1,,,,,6.2613792000338435,,,,,,,,,6.2411036000121385,6.2613792000338435,6.2613792000338435,6.2613792000338435,6.2613792000338435,6.327565899933688,k,0.0625428999774158,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,38,38,18,j,0.0388527000322938,None,18,38,38,0,,,,,6.360594299971126,,,,,,,,,6.340762099949643,6.360594299971126,6.360594299971126,6.360594299971126,6.360594299971126,6.410723499953747,j,0.0388527000322938,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,39,39,19,j,0.22517959994729608,None,19,39,39,0,,,,,6.443812599987723,,,,,,,,,6.424126700032502,6.443812599987723,6.443812599987723,6.443812599987723,6.443812599987723,6.677374199964106,j,0.22517959994729608,None,,,,,,,,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6774507999653,6.693899599951692,6.693899599951692,7.777323800022714,space,1.070618899888359,None,677821,001,2025-09-26_05h41.35.958,Priming_gender,,2025.1.1,59.96196012206387,2025-09-26 05h41.38.618564 +0700,
None,None,None,สุนิสา,men.png,สุนิสา,10,68,118,0,0,0,,,,,,,,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
