Male,Female,Image,Name,ImagePriming,NamePriming,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,name_2.started,key_resp_3.started,pic_2.started,name_2.stopped,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
None,None,None,ปัทมา,men.png,ปัทมา,13,13,0,,,,j,0.5225431000581011,None,,,,,0,13,13,19,23.344203099957667,,,,,,,,,,,,,,,,,,,,,,,,,23.328391499933787,23.344203099957667,23.344203099957667,23.344203099957667,23.344203099957667,23.344203099957667,23.810492899967358,23.843893199926242,23.877206399920397,j,0.5225431000581011,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,พิมพ์ใจ,14,14,0,,,,j,0.5191975999623537,None,,,,,0,14,14,31,23.910134799894877,,,,,,,,,,,,,,,,,,,,,,,,,23.895257800002582,23.910134799894877,23.910134799894877,23.910134799894877,23.910134799894877,23.910134799894877,24.377549099968746,24.410036199958995,24.44373800000176,j,0.5191975999623537,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
วรพล,วรรณา,None,วรพล,men.png,วรพล,15,15,0,,,,j,0.4775026000570506,None,,,,,0,15,15,7,24.47710559994448,,,,,,,,,,,,,,,,,,,,,,,,,24.461691499920562,24.47710559994448,24.47710559994448,24.47710559994448,24.47710559994448,24.47710559994448,24.943903799983673,24.994151899940334,24.960792999947444,j,0.4775026000570506,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,พิสิฐ,16,16,0,,,,j,0.5524695999920368,None,,,,,0,16,16,29,24.994151899940334,,,,,,,,,,,,,,,,,,,,,,,,,24.97927929996513,24.994151899940334,24.994151899940334,24.994151899940334,24.994151899940334,24.994151899940334,25.46002989995759,25.593925099936314,25.560744599904865,j,0.5524695999920368,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,สุพัตรา,17,17,0,,,,k,0.5301878999453038,None,,,,,0,17,17,33,25.593925099936314,,,,,,,,,,,,,,,,,,,,,,,,,25.582769499975257,25.593925099936314,25.593925099936314,25.593925099936314,25.593925099936314,25.593925099936314,26.060494999983348,26.093787999940105,26.126988499891013,k,0.5301878999453038,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,วรพล,18,18,0,,,,k,0.5411346999462694,None,,,,,0,18,18,27,26.167598599917255,,,,,,,,,,,,,,,,,,,,,,,,,26.142758499947377,26.167598599917255,26.167598599917255,26.167598599917255,26.167598599917255,26.167598599917255,26.643357899971306,26.67679059994407,26.71039809996728,k,0.5411346999462694,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,ภูมิพัฒน์,19,19,0,,,,k,0.475558300036937,None,,,,,0,19,19,26,26.743647699942812,,,,,,,,,,,,,,,,,,,,,,,,,26.72650609991979,26.743647699942812,26.743647699942812,26.743647699942812,26.743647699942812,26.743647699942812,27.209917199914344,27.260165099985898,27.227062199963257,k,0.475558300036937,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,จิตติมา,20,20,0,,,,k,0.4162851000437513,None,,,,,0,20,20,36,27.260165099985898,,,,,,,,,,,,,,,,,,,,,,,,,27.242560799932107,27.260165099985898,27.260165099985898,27.260165099985898,27.260165099985898,27.260165099985898,,,27.67705929989461,k,0.4162851000437513,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
ธนพล,วาสนา,None,ธนพล,men.png,ธนพล,21,21,0,,,,k,0.37904140003956854,None,,,,,0,21,21,2,27.710174599895254,,,,,,,,,,,,,,,,,,,,,,,,,27.69132250000257,27.710174599895254,27.710174599895254,27.710174599895254,27.710174599895254,27.710174599895254,,,28.09378149989061,k,0.37904140003956854,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,อาภรณ์,22,22,0,,,,j,0.6676326000597328,None,,,,,0,22,22,35,28.12664649996441,,,,,,,,,,,,,,,,,,,,,,,,,28.11025459994562,28.12664649996441,28.12664649996441,28.12664649996441,28.12664649996441,28.12664649996441,28.593241999973543,28.626641599927098,28.810139899956994,j,0.6676326000597328,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,นเรศ,23,23,0,,,,j,0.4979723000433296,None,,,,,0,23,23,21,28.84354519995395,,,,,,,,,,,,,,,,,,,,,,,,,28.826633999939077,28.84354519995395,28.84354519995395,28.84354519995395,28.84354519995395,28.84354519995395,29.3098482999485,29.343214299995452,29.343477799906395,j,0.4979723000433296,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
พิสิฐ,ปัทมา,None,พิสิฐ,men.png,พิสิฐ,24,24,0,,,,j,0.4972027000039816,None,,,,,0,24,24,9,29.37679999996908,,,,,,,,,,,,,,,,,,,,,,,,,29.359565499937162,29.37679999996908,29.37679999996908,29.37679999996908,29.37679999996908,29.37679999996908,29.843088799971156,29.876627099933103,29.876897599897347,j,0.4972027000039816,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,ชัยวัฒน์,25,25,0,,,,j,0.5041717001004145,None,,,,,0,25,25,24,29.909975599963218,,,,,,,,,,,,,,,,,,,,,,,,,29.893774900003336,29.909975599963218,29.909975599963218,29.909975599963218,29.909975599963218,29.909975599963218,30.376651800004765,30.409901799983345,30.426920300000347,j,0.5041717001004145,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,พิมพ์ใจ,men.png,พิมพ์ใจ,26,26,0,,,,j,0.45694449997972697,None,,,,,0,26,26,11,30.45985349989496,,,,,,,,,,,,,,,,,,,,,,,,,30.4412470998941,30.45985349989496,30.45985349989496,30.45985349989496,30.45985349989496,30.45985349989496,30.926539499894716,,30.926795099978335,j,0.45694449997972697,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,ปริญญา,27,27,0,,,,k,0.5261445000069216,None,,,,,0,27,27,25,30.960220499895513,,,,,,,,,,,,,,,,,,,,,,,,,30.9414729999844,30.960220499895513,30.960220499895513,30.960220499895513,30.960220499895513,30.960220499895513,31.42651079990901,31.46009999990929,31.49378259992227,k,0.5261445000069216,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,ธนพล,28,28,0,,,,k,0.7474135000957176,None,,,,,0,28,28,22,31.526740500004962,,,,,,,,,,,,,,,,,,,,,,,,,31.50843269994948,31.526740500004962,31.526740500004962,31.526740500004962,31.526740500004962,31.526740500004962,31.99336619989481,32.02671719994396,32.2769522999879,k,0.7474135000957176,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,อรรถพล,29,29,0,,,,j,0.4740526999812573,None,,,,,0,29,29,23,32.31003029993735,,,,,,,,,,,,,,,,,,,,,,,,,32.29548169998452,32.31003029993735,32.31003029993735,32.31003029993735,32.31003029993735,32.31003029993735,32.77670049993321,32.82663279992994,32.793383099953644,j,0.4740526999812573,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
อรรถพล,สุพัตรา,None,อรรถพล,men.png,อรรถพล,30,30,0,,,,j,0.47491119999904186,None,,,,,0,30,30,3,32.82663279992994,,,,,,,,,,,,,,,,,,,,,,,,,32.80880060000345,32.82663279992994,32.82663279992994,32.82663279992994,32.82663279992994,32.82663279992994,33.29316789994482,33.343582100002095,33.310228399932384,j,0.47491119999904186,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,ปัทมา,31,31,0,,,,k,0.4977191999787465,None,,,,,0,31,31,39,33.343582100002095,,,,,,,,,,,,,,,,,,,,,,,,,33.32503619999625,33.343582100002095,33.343582100002095,33.343582100002095,33.343582100002095,33.343582100002095,33.810295399976894,33.843383400002494,33.84363889996894,k,0.4977191999787465,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,กาญจนา,men.png,กาญจนา,32,32,0,,,,j,0.5721840999322012,None,,,,,0,32,32,10,33.876835500006564,,,,,,,,,,,,,,,,,,,,,,,,,33.85890599992126,33.876835500006564,33.876835500006564,33.876835500006564,33.876835500006564,33.876835500006564,34.34342609997839,34.3765838999534,34.459999099955894,j,0.5721840999322012,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,วรรณา,33,33,0,,,,k,0.6909175999462605,None,,,,,0,33,33,37,34.493012199993245,,,,,,,,,,,,,,,,,,,,,,,,,34.474779499927536,34.493012199993245,34.493012199993245,34.493012199993245,34.493012199993245,34.493012199993245,34.959888299927115,34.99316129996441,35.19341139995959,k,0.6909175999462605,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,จิตติมา,men.png,จิตติมา,34,34,0,,,,j,0.4673382999608293,None,,,,,0,34,34,16,35.226556699955836,,,,,,,,,,,,,,,,,,,,,,,,,35.208300499944016,35.226556699955836,35.226556699955836,35.226556699955836,35.226556699955836,35.226556699955836,35.69333229993936,35.74340699997265,35.710185699979775,j,0.4673382999608293,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
ภูมิพัฒน์,จิตติมา,None,ภูมิพัฒน์,men.png,ภูมิพัฒน์,35,35,0,,,,k,0.36353760003112257,None,,,,,0,35,35,6,35.74340699997265,,,,,,,,,,,,,,,,,,,,,,,,,35.72703789989464,35.74340699997265,35.74340699997265,35.74340699997265,35.74340699997265,35.74340699997265,,,36.110337599995546,k,0.36353760003112257,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,ศิริพร,36,36,0,,,,k,0.2634063999867067,None,,,,,0,36,36,34,36.143228699918836,,,,,,,,,,,,,,,,,,,,,,,,,36.12539249996189,36.143228699918836,36.143228699918836,36.143228699918836,36.143228699918836,36.143228699918836,,,36.41015189990867,k,0.2634063999867067,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,กฤษณะ,37,37,0,,,,j,0.2403374999994412,None,,,,,0,37,37,20,36.443413399974816,,,,,,,,,,,,,,,,,,,,,,,,,36.42501419992186,36.443413399974816,36.443413399974816,36.443413399974816,36.443413399974816,36.443413399974816,,,36.69364359998144,j,0.2403374999994412,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,สุนิสา,38,38,0,,,,k,0.12245839997194707,None,,,,,0,38,38,38,36.72638859995641,,,,,,,,,,,,,,,,,,,,,,,,,36.71015489997808,36.72638859995641,36.72638859995641,36.72638859995641,36.72638859995641,36.72638859995641,,,36.86005229991861,k,0.12245839997194707,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,วาสนา,men.png,วาสนา,39,39,0,,,,j,1.7258749000029638,None,,,,,0,39,39,12,36.893051799968816,,,,,,,,,,,,,,,,,,,,,,,,,36.87467569997534,36.893051799968816,36.893051799968816,36.893051799968816,36.893051799968816,36.893051799968816,37.36004679999314,37.39330819994211,38.6265701999655,j,1.7258749000029638,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
